id_exercises ;name_of_exercises;exercises_description;equipment;rating
1632;Partner side plank band row;The partner side plank band row is an abdominal exercise where two partners perform side planks while pulling on the opposite ends of an exercise band. This technique can be done for time or reps in any ab-focused workout.;Bands;9
1633;Band-assisted chin-up;none;Bands;8
1634;30 Back Band-Assisted Pull-Up;none;Bands;9
1635;30 Back Reverse-Grip Band-Assisted Pull-Up;none;Bands;8
1636;Band bent-over row;The band bent-over row is an exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. Bands provide dynamic resistance and can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.;Bands;9
1637;Heavy band bent-over row;The heavy band bent-over row is a variation of the popular barbell exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lats), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.;Bands;8
1638;Reverse-grip bent-over row;The reverse-grip bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is thought to target the biceps and lats a bit more directly than overhand barbell rows. Because it can be loaded heavily, it is a popular movement in strength and muscle-focused upper-body workouts.;Barbell;9
1639;One-Arm Long Bar Row;The single-arm landmine bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. It utilizes a landmine device which anchors one end of the barbell near the ground, but could also be approximated by placing the barbell in the corner of a room.;Barbell;8
1640;Bent Over Barbell Row;The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.;Barbell;9
1641;Yates Row Reverse Grip;none;Barbell;8
1642;Pendlay Row;The Pendlay row, named after the well-known strength coach Glenn Pendlay, is a bent-over row variation where each rep starts with the barbell resting on the ground. This eliminates the stretch reflex and forces the lifter to pull with power and a bent-over spine. The Pendlay row can be performed heavy for low reps, but is usually performed for moderate reps, such as 5-8 per set.;Barbell;9
1643;Straight Bar Bench Mid Rows;none;Barbell;8
1644;Barbell seal row;The barbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.;Barbell;9
1645;Yates Row;none;Barbell;8
1646;Plate Row;none;Barbell;9
1647;Barbell Deadlift Bent Row Complex;none;Barbell;8
1648;Single-Arm Landmine Row;none;Barbell;9
1649;TBS T-Bar Row;none;Barbell;8
1650;TBS Deficit Deadlift;The barbell deficit deadlift is a compound exercise targeting the posterior chain.;Barbell;9
1651;Bent-Over Barbell Row - Gethin Variation;The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.;Barbell;8
1652;Barbell bent-over row;The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.;Barbell;9
1653;UN Barbell Rack Pull;none;Barbell;8
1654;UN Barbell Scrape The Rack;none;Barbell;9
1655;Barbell deadlift bent-over row complex;none;Barbell;8
1656;30 Back Barbell Deadlift;none;Barbell;9
1657;30 Back Bent-Over Barbell Row;none;Barbell;8
1658;30 Back T-Bar Row;none;Barbell;9
1659;30 Back Underhand Bent-Over Barbell Row;none;Barbell;8
1660;Kettlebell alternating renegade row;The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.;Kettlebells;9
1661;Alternating Kettlebell Row;none;Kettlebells;8
1662;Two-Arm Kettlebell Row;none;Kettlebells;9
1663;Kettlebell bent-over row to clean;none;Kettlebells;8
1664;UP Deficit Kettlebell Stiff-Legged Deadlift;none;Kettlebells;9
1665;FYR2 Dagger-Grip Double-Kettlebell Gorilla Row;none;Kettlebells;8
1666;FYR2 Double-Kettlebell Swing Clean;none;Kettlebells;9
1667;Single-arm kettlebell row-;The single-arm kettlebell row is a popular muscle- and strength-building exercise that works the muscles of the back and core simultaneously. It has all the same benefits as a single-arm dumbbell row, but some people find a kettlebell more comfortable to hold during the movement.;Kettlebells;8
1668;FYR2 Ascending-Rep Swing-Squat Complex;none;Kettlebells;9
1669;One-Arm Dumbbell Row;The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.;Dumbbell;8
1670;Incline dumbbell row;The incline dumbbell row is an upper-body exercise targeting the lats (latissimus dorsi) and upper-back muscles, as well as the biceps. Performing it on an incline bench helps target the lower lats in particular. Dumbbell row variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.;Dumbbell;9
1671;Bent Over Two-Dumbbell Row With Palms In;none;Dumbbell;8
1672;Man-maker;The man-maker is a sequence of exercises combining a dumbbell front squat, military press, renegade row, and sprawl. Between these movements it challenges muscles across the body, along with the cardiovascular system. It can be performed for rounds or for time as a single full-body exercise or as part of a fat-loss or athleticism-focused workout.;Dumbbell;9
1673;Dumbbell bent-over row;The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.;Dumbbell;8
1674;Middle Back Shrug;none;Dumbbell;9
1675;Dumbbell pull-over to skullcrusher;none;Dumbbell;8
1676;Dumbbell Fix Single-Arm Dumbbell Row;none;Dumbbell;9
1677;Dumbbell Fix Bent-Over Dumbbell Row;none;Dumbbell;8
1678;Dumbbell Seal Row - Gethin Variation;The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.;Dumbbell;9
